"","id_play","Week","game_id","pos_team","def_pos_team","pos_team_score","def_pos_team_score","kicker_player_name","yds_fg","pts_scored","fgm","fga","fg_make_prob","fg_inds","FG_before","play_text","EPA","wpa","half","period","clock.minutes","clock.seconds","down","distance","yards_to_goal","fg_made","play_type"
"78","401405083102925201",3,401405083,"Southern Illinois","Northwestern",7,14,"Jake Baumgarte",42,0,0,1,0.63737112952654,1,0.656128906766348,"Jake Baumgarte 42 yd FG MISSED",-2.64270592125103,-0.0210866,"1",2,7,47,4,11,25,FALSE,"Field Goal Missed"
"79","401405083102925211",3,401405083,"Southern Illinois","Northwestern",7,14,"Jake Baumgarte",42,0,0,1,0.63737112952654,1,0.656128906766348,"Jake Baumgarte 42 yd FG MISSED",-2.24185156792844,0.0198753,"1",2,7,47,4,11,25,FALSE,"Field Goal Missed"
"80","401405083102999901",3,401405083,"Southern Illinois","Northwestern",14,14,"Jake Baumgarte",32,0,0,1,0.802171025258863,1,0.802171025258863,"Jake Baumgarte 32 yd FG BLOCKED blocked by",-2.40651307577659,-0.1519032,"1",2,0,0,4,8,15,FALSE,"Blocked Field Goal"
"81","401405083103919401",3,401405083,"Southern Illinois","Northwestern",17,14,"Jake Baumgarte",45,3,1,1,0.58355174014756,1,0.617158739513952,"Jake Baumgarte 45 Yd Field Goal ",2.09188972321457,0.0788136,"2",3,8,5,4,1,28,TRUE,"Field Goal Good"
"82","401405083104854301",3,401405083,"Northwestern","Southern Illinois",17,17,"Adam Stage",26,3,1,1,0.886124175272648,1,0.897727731111017,"Adam Stage 26 yd FG GOOD",0.423685961156849,0.0054661,"2",4,14,56,4,5,9,TRUE,"Field Goal Good"
"83","401405085102999501",3,401405085,"New Mexico State","Wisconsin",0,35,"Ethan Albertson",29,0,0,1,0.846304110922688,1,0.846304110922688,"Ethan Albertson 29 yd FG MISSED",-3.43274680855867,0.0025379,"1",2,0,4,4,6,12,FALSE,"Field Goal Missed"
"84","401405085104964101",3,401405085,"Wisconsin","New Mexico State",66,7,"Nate Van Zelst",27,3,1,1,0.873530423694007,1,0.883438108447254,"Nate Van Zelst 27 Yd Field Goal ",0.181298745395918,7e-07,"2",4,3,58,4,4,10,TRUE,"Field Goal Good"
"85","401405087101917301",3,401405087,"Maryland","SMU",3,0,"Chad Ryland",36,3,1,1,0.739389182808909,1,0.76515075646506,"Chad Ryland 36 yd FG GOOD",1.10100405023316,0.0447859,"1",1,8,26,4,2,19,TRUE,"Field Goal Good"
"86","401405087101956201",3,401405087,"SMU","Maryland",3,3,"Collin Rogers",27,3,1,1,0.873530423694007,1,0.887400552129256,"Collin Rogers 27 yd FG GOOD",0.46793238278035,-0.0055343,"1",1,4,37,4,2,10,TRUE,"Field Goal Good"
"87","401405087101967301",3,401405087,"SMU","Maryland",6,3,"Collin Rogers",43,3,1,1,0.619714572628981,1,0.64983074505022,"Collin Rogers 43 yd FG GOOD",1.88654286975903,0.0679402,"1",1,3,26,4,6,26,TRUE,"Field Goal Good"
"88","401405087103886501",3,401405087,"Maryland","SMU",20,20,"Chad Ryland",41,3,1,1,0.654842744631629,1,0.683397057704401,"Chad Ryland 41 Yd Field Goal ",1.78731839235054,0.29481,"2",3,11,34,4,23,24,TRUE,"Field Goal Good"
"89","401405087103974801",3,401405087,"SMU","Maryland",27,20,"Collin Rogers",49,0,0,1,0.505448138230005,1,0.541909258929328,"Collin Rogers 49 yd FG MISSED",-1.87206390985022,-0.0189935,"2",3,2,51,4,13,32,FALSE,"Field Goal Missed"
"90","401405089101989001",3,401405089,"Rutgers","Temple",3,7,"Jude McAtamney",45,3,1,1,0.58355174014756,1,0.611426260765599,"Jude McAtamney 45 yd FG GOOD",2.30298162547925,0.1430459,"1",1,1,9,4,7,28,TRUE,"Field Goal Good"
"91","401405089102994801",3,401405089,"Rutgers","Temple",10,7,"Jude McAtamney",38,0,0,1,0.706259503651492,1,0.712257559946546,"Jude McAtamney 38 yd FG MISSED",-2.5001870730356,-0.1362255,"1",2,0,51,4,15,21,FALSE,"Field Goal Missed"
"92","401405089103927401",3,401405089,"Rutgers","Temple",13,7,"Jude McAtamney",25,3,1,1,0.897879661726428,1,0.910506919897995,"Jude McAtamney 25 yd FG GOOD",0.30948522471141,0.0148417,"2",3,7,25,4,7,8,TRUE,"Field Goal Good"
"93","401405089104854401",3,401405089,"Rutgers","Temple",16,7,"Jude McAtamney",38,3,1,1,0.706259503651492,1,0.731948578831725,"Jude McAtamney 38 yd FG GOOD",1.24143623959556,0.0481702,"2",4,14,55,4,6,21,TRUE,"Field Goal Good"
"94","401411109101965901",3,401411109,"Florida State","Louisville",7,7,"Ryan Fitzgerald",37,0,0,1,0.722965405698557,1,0.748100610784297,"Ryan Fitzgerald 37 yd FG MISSED",-2.48725047600337,-0.0703457,"1",1,3,40,4,3,20,FALSE,"Field Goal Missed"
"95","401411109104885401",3,401411109,"Louisville","Florida State",31,28,"James Turner",36,3,1,1,0.739389182808909,1,0.759680811564001,"James Turner 36 Yd Field Goal ",1.14892578922881,0.0543543,"2",4,11,45,4,8,19,TRUE,"Field Goal Good"
"96","401411109104985501",3,401411109,"Florida State","Louisville",35,31,"Ryan Fitzgerald",36,0,0,1,0.739389182808909,1,0.745864909142787,"Ryan Fitzgerald 36 yd FG MISSED",-2.69049330412195,-0.1019933,"2",4,1,44,4,5,19,FALSE,"Field Goal Missed"
"97","401411110101938401",3,401411110,"Maine","Boston College",3,0,"Cole Baker",45,3,1,1,0.58355174014756,1,0.616380796778013,"Cole Baker 45 Yd Field Goal ",2.11087965952082,0.0737717,"1",1,6,15,4,14,28,TRUE,"Field Goal Good"
"98","401411110103888501",3,401411110,"Boston College","Maine",31,10,"Connor Lytton",46,3,1,1,0.564850075597405,1,0.60727910665786,"Connor Lytton 46 Yd Field Goal ",1.69156671838789,0.0154396,"2",3,11,14,4,9,29,TRUE,"Field Goal Good"
"99","401411110103959501",3,401411110,"Boston College","Maine",31,17,"Connor Lytton",39,0,0,1,0.689308840183122,1,0.720236787735712,"Connor Lytton 39 yd FG MISSED",-1.81082414196807,-0.006523,"2",3,4,4,4,13,22,FALSE,"Field Goal Missed"
"100","401411110104959501",3,401411110,"Boston College","Maine",31,17,"Connor Lytton",28,0,0,1,0.860213325209804,1,0.868187281480762,"Connor Lytton 28 yd FG MISSED",-2.71110588078622,-0.0044367,"2",4,4,4,4,11,11,FALSE,"Field Goal Missed"
"101","401411113102875712",3,401411113,"Virginia","Old Dominion",10,0,"Brendan Farrell",26,3,1,1,0.886124175272648,1,0.89677646933481,"Brendan Farrell 26 Yd Field Goal ",0.365225783563722,0.0206762,"1",2,10,23,4,8,9,TRUE,"Field Goal Good"
"102","401411113104865316",3,401411113,"Virginia","Old Dominion",13,7,"Brendan Farrell",30,3,1,1,0.831930173180296,1,0.84474025527316,"Brendan Farrell 30 Yd Field Goal ",0.626821990809672,0.0340585,"2",4,8,37,4,10,13,TRUE,"Field Goal Good"
"103","401411113104969201",3,401411113,"Virginia","Old Dominion",13,7,"Brendan Farrell",36,0,0,1,0.739389182808909,1,0.750309749148753,"Brendan Farrell 36 yd FG MISSED",-2.42337812767306,-0.0538044,"2",4,3,7,4,5,19,FALSE,"Field Goal Missed"
"104","401411113104999901",3,401411113,"Virginia","Old Dominion",16,14,"Brendan Farrell",26,3,1,1,0.886124175272648,1,0.886124175272648,"Brendan Farrell 26 Yd Field Goal ",0.341627474182055,NA,"2",4,0,0,3,7,9,TRUE,"Field Goal Good"
"105","401411114101965301",3,401411114,"Virginia Tech","Wofford",3,0,"William Ross",46,3,1,1,0.564850075597405,1,0.597173146872084,"William Ross 46 yd FG GOOD",2.26369393810661,0.0795637,"1",1,3,46,4,16,29,TRUE,"Field Goal Good"
"106","401411114102854801",3,401411114,"Virginia Tech","Wofford",6,0,"William Ross",41,3,1,1,0.654842744631629,1,0.682315475452683,"William Ross 41 yd FG GOOD",1.60927867756299,0.0755488,"1",2,14,51,4,5,24,TRUE,"Field Goal Good"
"107","401411115101849919",3,401411115,"Pittsburgh","Western Michigan",3,0,"Ben Sauls",48,3,1,1,0.525812504955746,1,0.561178277448702,"Ben Sauls 48 Yd Field Goal ",2.50667539341617,0.099523,"1",1,7,26,4,8,31,TRUE,"Field Goal Good"
"108","401411115101996801",3,401411115,"Western Michigan","Pittsburgh",3,10,"Palmer Domschke",32,3,1,1,0.802171025258863,1,0.819153276372601,"Palmer Domschke 32 Yd Field Goal ",0.920557285561653,0.0738654,"1",1,0,31,4,9,15,TRUE,"Field Goal Good"
"109","401411115102886801",3,401411115,"Pittsburgh","Western Michigan",13,3,"Ben Sauls",23,3,1,1,0.91858831898569,1,0.927015247403234,"Ben Sauls 23 Yd Field Goal ",0.239063810207631,0.0138051,"1",2,11,31,4,5,6,TRUE,"Field Goal Good"
"110","401411115102928201",3,401411115,"Western Michigan","Pittsburgh",6,13,"Palmer Domschke",40,3,1,1,0.672158198655559,1,0.688035571314354,"Palmer Domschke 40 Yd Field Goal ",1.6549293615465,0.1054754,"1",2,7,17,4,9,23,TRUE,"Field Goal Good"
"111","401411115102978001",3,401411115,"Pittsburgh","Western Michigan",13,6,"Ben Sauls",27,0,0,1,0.873530423694007,1,0.878932360451208,"Ben Sauls 27 yd FG MISSED",-2.92785995542261,-0.0803954,"1",2,2,19,4,5,10,FALSE,"Field Goal Missed"
"112","401413216101988001",3,401413216,"Tulsa","Jacksonville State",12,0,"Zack Long",44,3,1,1,0.601806172147826,1,0.63440934217807,"Zack Long 44 Yd Field Goal ",1.81048808114946,0.0612156,"1",1,1,19,4,5,27,TRUE,"Field Goal Good"
"113","401413216102979401",3,401413216,"Jacksonville State","Tulsa",3,33,"Alen Karajic",46,3,1,1,0.564850075597405,1,0.571030288880784,"Alen Karajic 46 Yd Field Goal ",2.08352066994639,0.0062992,"1",2,2,5,4,6,29,TRUE,"Field Goal Good"
"114","401413226102999901",3,401413226,"South Dakota","Cal Poly",21,7,"Eddie Ogamba",46,0,0,1,0.564850075597405,1,0.564850075597405,"Eddie Ogamba 46 yd FG MISSED",-1.69455022679222,-0.0141209,"1",2,0,0,4,28,29,FALSE,"Field Goal Missed"
"115","401413226103996901",3,401413226,"Cal Poly","South Dakota",7,21,"Jaden Ohlsen",33,0,0,1,0.786885522472235,1,0.804037686852342,"Jaden Ohlsen 33 yd FG MISSED",-3.57293018348532,-0.0247063,"2",3,0,30,4,6,16,FALSE,"Field Goal Missed"
"116","401413226104967701",3,401413226,"South Dakota","Cal Poly",38,21,"Eddie Ogamba",21,3,1,1,0.935497140534419,1,0.939162881338754,"Eddie Ogamba 21 Yd Field Goal ",0.179191368007115,0.0012327,"2",4,3,22,4,4,4,TRUE,"Field Goal Good"
"117","401414780102975001",3,401414780,"UMass","Stony Brook",17,0,"Cameron Carson",29,3,1,1,0.846304110922688,1,0.853666869221549,"Cameron Carson 29 yd FG GOOD",0.482957661564912,0.0071419,"1",2,2,49,4,5,12,TRUE,"Field Goal Good"
"118","401414780102996901",3,401414780,"Stony Brook","UMass",3,17,"Angelo Guglielmello",29,3,1,1,0.846304110922688,1,0.848894980564541,"Angelo Guglielmello 29 yd FG GOOD",0.581613870736524,-0.0011573,"1",2,0,30,4,3,12,TRUE,"Field Goal Good"
"119","401414780102999901",3,401414780,"UMass","Stony Brook",17,3,"Cameron Carson",55,0,0,1,0.378181426849753,1,0.378181426849753,"Cameron Carson 55 yd FG MISSED , Ty Son Lawton return for 40 yds to the StBrk 40",-1.13454428054926,-0.0180377,"1",2,0,0,3,10,38,FALSE,"Missed Field Goal Return"
"120","401414780103915401",3,401414780,"Stony Brook","UMass",3,17,"Angelo Guglielmello",40,0,0,1,0.672158198655559,1,0.697842196919289,"Angelo Guglielmello 40 yd FG MISSED",-2.87232584208213,-0.0233013,"2",3,8,45,4,10,23,FALSE,"Field Goal Missed"
"121","401414780103996801",3,401414780,"UMass","Stony Brook",20,3,"Cameron Carson",38,3,1,1,0.706259503651492,1,0.734250518253753,"Cameron Carson 38 yd FG GOOD",1.09198385160086,0.0154048,"2",3,0,31,4,3,21,TRUE,"Field Goal Good"
"122","401415032101895501",3,401415032,"Southern Mississippi","Northwestern State",3,0,"Briggs Bourgeois",34,3,1,1,0.771338672335057,1,0.795500491732996,"Briggs Bourgeois 34 Yd Field Goal ",0.90808560429844,0.0142121,"1",1,10,44,4,17,17,TRUE,"Field Goal Good"
"123","401415032101944201",3,401415032,"Southern Mississippi","Northwestern State",6,0,"Briggs Bourgeois",26,3,1,1,0.886124175272648,1,0.899700555048324,"Briggs Bourgeois 26 Yd Field Goal ",0.361447983156958,0.0139599,"1",1,5,53,4,3,9,TRUE,"Field Goal Good"
"124","401415032103964801",3,401415032,"Northwestern State","Southern Mississippi",3,50,"Eddie Godina",43,3,1,1,0.619714572628981,1,0.635523840835008,"Eddie Godina 43 Yd Field Goal ",2.73256777187548,0.0001997,"2",3,3,51,4,10,26,TRUE,"Field Goal Good"
"125","401415171101896701",3,401415171,"Northern Arizona","North Dakota",0,0,"Collin Robbins",42,0,0,1,0.63737112952654,1,0.669611053762689,"Collin Robbins 42 yd FG MISSED",-2.17828209821863,-0.076822,"1",1,10,32,4,15,25,FALSE,"Field Goal Missed"
"126","401415171102849902",3,401415171,"North Dakota","Northern Arizona",3,7,"Brady Stevens",38,3,1,1,0.706259503651492,1,0.728802902427739,"Brady Stevens 38 Yd Field Goal ",1.46321990688175,0.0493112,"1",2,15,0,4,3,21,TRUE,"Field Goal Good"
"127","401415171102899101",3,401415171,"North Dakota","Northern Arizona",6,7,"Brady Stevens",22,3,1,1,0.927502916506649,1,0.934015759738176,"Brady Stevens 22 Yd Field Goal ",0.253383888813258,-0.0013832,"1",2,10,8,4,5,5,TRUE,"Field Goal Good"
"128","401415171102928401",3,401415171,"Northern Arizona","North Dakota",7,13,"Collin Robbins",25,0,0,1,0.897879661726428,1,0.904879179824476,"Collin Robbins 25 yd FG MISSED",-3.65051743778116,-0.0855289,"1",2,7,15,4,8,8,FALSE,"Field Goal Missed"
"129","401415171102987401",3,401415171,"North Dakota","Northern Arizona",13,7,"Brady Stevens",48,0,0,1,0.525812504955746,1,0.535483975996583,"Brady Stevens 48 yd FG BLOCKED blocked by Sheldon Newton",-1.97595659963268,-0.0806803,"1",2,1,25,4,3,31,FALSE,"Blocked Field Goal"
"130","401415171104865901",3,401415171,"Northern Arizona","North Dakota",17,13,"Collin Robbins",42,3,1,1,0.63737112952654,1,0.664181343458739,"Collin Robbins 42 Yd Field Goal ",1.76213895705934,0.0922215,"2",4,13,40,4,14,25,TRUE,"Field Goal Good"
"131","401415178102997501",3,401415178,"Northern Colorado","Lamar",14,7,"Hunter Green",35,0,0,1,0.755512505868963,1,0.760506668556438,"Hunter Green 35 yd FG BLOCKED blocked by Jack McCarthy",-2.10096372933658,NA,"1",2,0,24,4,8,18,FALSE,"Blocked Field Goal"
"132","401415183103874401",3,401415183,"UC Davis","San Diego",35,7,"Isaiah Gomez",46,0,0,1,0.564850075597405,1,0.611573430170658,"Isaiah Gomez 46 yd FG MISSED",-0.918371243544909,0.0048448,"2",3,12,55,4,11,29,FALSE,"Field Goal Missed"
"133","401415217101927101",3,401415217,"Wyoming","Air Force",3,0,"John Hoyland",20,3,1,1,0.942636279565224,1,0.950205614373252,"John Hoyland 20 Yd Field Goal",0.15818826815253,0.0077863,"1",1,7,28,4,2,3,TRUE,"Field Goal Good"
"134","401415217101995301",3,401415217,"Air Force","Wyoming",0,3,"Matthew Dapore",53,0,0,1,0.420541571384803,1,0.45369633853541,"Matthew Dapore 53 yd FG MISSED",-1.89277247099629,-0.0118459,"1",1,0,46,4,7,36,FALSE,"Field Goal Missed"
"135","401415218102877701",3,401415218,"Boise State","UT Martin",10,7,"Jonah Dalmas",37,3,1,1,0.722965405698557,1,0.743274934860121,"Jonah Dalmas 37 Yd Field Goal ",1.33611493891289,0.2658935,"1",2,12,22,4,13,20,TRUE,"Field Goal Good"
"136","401415218102948101",3,401415218,"Boise State","UT Martin",13,7,"Jonah Dalmas",48,3,1,1,0.525812504955746,1,0.545892141890525,"Jonah Dalmas 48 Yd Field Goal ",2.23891595597475,0.096376,"1",2,5,18,4,4,31,TRUE,"Field Goal Good"
"137","401415218104927201",3,401415218,"Boise State","UT Martin",23,7,"Jonah Dalmas",34,3,1,1,0.771338672335057,1,0.787805024878233,"Jonah Dalmas 34 Yd Field Goal ",0.803001872703709,0.0086139,"2",4,7,27,4,12,17,TRUE,"Field Goal Good"
"138","401415219101938201",3,401415219,"Duquesne","Hawai'i",3,0,"B. Bruzdewicz",26,3,1,1,0.886124175272648,1,0.899465419969118,"B. Bruzdewicz 26 yd FG GOOD",0.382703674641411,0.0062549,"1",1,6,17,4,9,9,TRUE,"Field Goal Good"
"139","401415219102976801",3,401415219,"Hawai'i","Duquesne",14,3,"Matthew Shipley",35,0,0,1,0.755512505868963,1,0.765604254385219,"Matthew Shipley 35 yd FG BLOCKED blocked by Jaelen Carson",-2.37561305450027,-0.051426,"1",2,2,31,4,17,18,FALSE,"Blocked Field Goal"
"140","401415219102999901",3,401415219,"Duquesne","Hawai'i",6,14,"Brian Bruzdewicz",30,3,1,1,0.831930173180296,1,0.831930173180296,"Brian Bruzdewicz 30 yd FG GOOD",0.504209480459113,-0.0127331,"1",2,0,0,3,6,13,TRUE,"Field Goal Good"
"141","401415219103959701",3,401415219,"Duquesne","Hawai'i",6,14,"Brian Bruzdewicz",43,0,0,1,0.619714572628981,1,0.647530734536703,"Brian Bruzdewicz 43 yd FG MISSED",-2.51399236885557,-0.0206908,"2",3,4,2,4,13,26,FALSE,"Field Goal Missed"
"142","401415219104936601",3,401415219,"Hawai'i","Duquesne",24,6,"Matthew Shipley",29,3,1,1,0.846304110922688,1,0.857603510118214,"Matthew Shipley 29 Yd Field Goal ",0.47356656977575,0.003373,"2",4,6,33,4,12,12,TRUE,"Field Goal Good"
"143","401415621101905601",3,401415621,"Campbell","East Carolina",3,0,"Caleb Dowden",31,3,1,1,0.817196105671127,1,0.837478238223914,"Caleb Dowden 31 yd FG GOOD",0.680688752684712,0.0179956,"1",1,9,43,4,7,14,TRUE,"Field Goal Good"
"144","401415621102966201",3,401415621,"Campbell","East Carolina",10,14,"Caleb Dowden",35,0,0,1,0.755512505868963,1,0.765471927166485,"Caleb Dowden 35 yd FG MISSED",-2.74411947139626,-0.075662,"1",2,3,37,4,8,18,FALSE,"Field Goal Missed"
"145","401415622102957201",3,401415622,"Arkansas State","Memphis",17,14,"Dominic Zvada",46,3,1,1,0.564850075597405,1,0.581837159636958,"Dominic Zvada 46 Yd Field Goal ",2.00123845343182,0.0788005,"1",2,4,27,4,13,29,TRUE,"Field Goal Good"
"146","401415622104914401",3,401415622,"Memphis","Arkansas State",31,25,"Chris Howard",47,3,1,1,0.545617805175857,1,0.571105961386375,"Chris Howard 47 Yd Field Goal ",2.2676283124842,0.1122872,"2",4,8,55,4,5,30,TRUE,"Field Goal Good"
"147","401416600103947801",3,401416600,"Ball State","Murray State",24,0,"Ben VonGunten",27,3,1,1,0.873530423694007,1,0.890054021315309,"Ben VonGunten 27 yd FG GOOD",0.263481027976677,0.0056314,"2",3,5,21,4,3,10,TRUE,"Field Goal Good"
"148","401416601101885801",3,401416601,"Buffalo","Coastal Carolina",3,0,"Alex McNulty",36,3,1,1,0.739389182808909,1,0.766085368928414,"Alex McNulty 36 Yd Field Goal ",1.07530454835784,0.0173512,"1",1,11,41,4,9,19,TRUE,"Field Goal Good"
"149","401416601101988201",3,401416601,"Buffalo","Coastal Carolina",6,7,"Alex McNulty",47,3,1,1,0.545617805175857,1,0.575726788278047,"Alex McNulty 47 Yd Field Goal ",2.51063600115215,0.0915927,"1",1,1,17,4,15,30,TRUE,"Field Goal Good"
"150","401416601102915201",3,401416601,"Buffalo","Coastal Carolina",9,7,"Alex McNulty",42,3,1,1,0.63737112952654,1,0.658781779336836,"Alex McNulty 42 Yd Field Goal ",1.74354507442863,0.0732198,"1",2,8,47,4,18,25,TRUE,"Field Goal Good"
"151","401416601103958601",3,401416601,"Buffalo","Coastal Carolina",19,14,"Alex McNulty",26,3,1,1,0.886124175272648,1,0.899286395687478,"Alex McNulty 26 Yd Field Goal ",0.374864170334527,0.0260431,"2",3,4,13,4,7,9,TRUE,"Field Goal Good"
"152","401416601103988501",3,401416601,"Coastal Carolina","Buffalo",17,19,"Kade Hensley",44,3,1,1,0.601806172147826,1,0.629796571412333,"Kade Hensley 44 Yd Field Goal ",2.12930942828375,0.0788832,"2",3,1,14,4,10,27,TRUE,"Field Goal Good"
"153","401416602101955501",3,401416602,"Central Michigan","Bucknell",0,0,"Marshall Meeder",48,0,0,1,0.525812504955746,1,0.559901666578903,"Marshall Meeder 48 yd FG MISSED",-2.05502183815153,-0.0643448,"1",1,4,44,4,10,31,FALSE,"Field Goal Missed"
"154","401416602101997601",3,401416602,"Bucknell","Central Michigan",0,0,"Ryan Schatzel",44,0,0,1,0.601806172147826,1,0.630883929319682,"Ryan Schatzel 44 yd FG MISSED",-2.47377244929466,-0.0474963,"1",1,0,23,4,20,27,FALSE,"Field Goal Missed"
"155","401416602102898101",3,401416602,"Central Michigan","Bucknell",0,0,"Marshall Meeder",50,0,0,1,0.484598845866931,1,0.512548897379556,"Marshall Meeder 50 yd FG MISSED",-1.97097672904525,-0.0458692,"1",2,10,18,4,10,33,FALSE,"Field Goal Missed"
"156","401416602103878001",3,401416602,"Central Michigan","Bucknell",7,0,"Josh Rolston",44,0,0,1,0.601806172147826,1,0.638820659926559,"Josh Rolston 44 yd FG MISSED",-1.80297175188891,-0.0317495,"2",3,12,19,4,9,27,FALSE,"Field Goal Missed"
"157","401416603101936401",3,401416603,"Long Island University","Kent State",0,0,"Michael Coney",35,0,0,1,0.755512505868963,1,0.779636535262697,"Michael Coney 35 yd FG MISSED",-5.12759455895089,-0.1478886,"1",1,6,35,4,15,18,FALSE,"Field Goal Missed"
"158","401416603102905901",3,401416603,"Long Island University","Kent State",10,14,"Michael Coney",32,3,1,1,0.802171025258863,1,0.819428323214298,"Michael Coney 32 Yd Field Goal ",0.642906789936083,-0.6282216,"1",2,9,40,4,5,15,TRUE,"Field Goal Good"
"159","401418603101997801",3,401418603,"Valparaiso","Dartmouth",3,7,"Brian Bartholomew",39,3,1,1,0.689308840183122,1,0.713552138887712,"Brian Bartholomew 39 Yd Field Goal ",1.52079263506306,-0.0524561,"1",1,0,16,4,3,22,TRUE,"Field Goal Good"
"160","401418603103946201",3,401418603,"Valparaiso","Dartmouth",13,21,"Brian Bartholomew",37,3,1,1,0.722965405698557,1,0.746049130150352,"Brian Bartholomew 37 Yd Field Goal ",1.400999556613,0.0186244,"2",3,5,32,4,8,20,TRUE,"Field Goal Good"
"161","401418637101904101",3,401418637,"Eastern Kentucky","Charleston Southern",3,0,"Patrick Nations",24,3,1,1,0.908714578920598,1,0.920275709784132,"Patrick Nations 24 Yd Field Goal ",0.278812303331578,-0.0003559,"1",1,9,58,4,5,7,TRUE,"Field Goal Good"
"162","401418637101977601",3,401418637,"Charleston Southern","Eastern Kentucky",0,9,"Sam Babbush",35,0,0,1,0.755512505868963,1,0.776187032902418,"Sam Babbush 35 yd FG MISSED",-3.56298025225695,-0.0528334,"1",1,2,23,4,1,18,FALSE,"Field Goal Missed"
"163","401418637102936701",3,401418637,"Charleston Southern","Eastern Kentucky",3,16,"Sam Babbush",57,3,1,1,0.337275927092349,1,0.357398863043013,"Sam Babbush 57 Yd Field Goal ",4.01983206865417,0.0325056,"1",2,6,32,4,4,40,TRUE,"Field Goal Good"
"164","401418637103916301",3,401418637,"Eastern Kentucky","Charleston Southern",19,10,"Patrick Nations",32,3,1,1,0.802171025258863,1,0.824506200711671,"Patrick Nations 32 Yd Field Goal ",0.683356064994868,0.0266777,"2",3,8,36,4,14,15,TRUE,"Field Goal Good"
"165","401420789102999601",3,401420789,"Hampton","Norfolk State",7,7,"Axel Perez",27,0,0,1,0.873530423694007,1,0.873530423694007,"Axel Perez 27 yd FG MISSED",-2.62059127108202,NA,"1",2,0,3,3,3,10,FALSE,"Field Goal Missed"
"166","401420789104959501",3,401420789,"Hampton","Norfolk State",17,7,"Axel Perez",24,3,1,1,0.908714578920598,1,0.913854994541018,"Axel Perez 24 Yd Field Goal ",0.286219833400896,0.0016692,"2",4,4,4,4,7,7,TRUE,"Field Goal Good"
"167","401420799103985102",3,401420799,"North Carolina Central","New Hampshire",38,21,"Adrian Olivo",30,3,1,1,0.831930173180296,1,0.850921454850098,"Adrian Olivo 30 Yd Field Goal ",0.4956188184808,0.0112746,"2",3,1,48,4,10,13,TRUE,"Field Goal Good"
"168","401420832102934701",3,401420832,"South Dakota State","Butler",21,7,"Hunter Dustman",55,0,0,1,0.378181426849753,1,0.407714554511961,"Hunter Dustman 55 yd FG MISSED",-1.31105308444025,-0.0017949,"1",2,6,52,4,3,38,FALSE,"Field Goal Missed"
"169","401420832103936501",3,401420832,"South Dakota State","Butler",31,7,"Hunter Dustman",27,3,1,1,0.873530423694007,1,0.890290136178621,"Hunter Dustman 27 Yd Field Goal ",0.25808606048011,0.0069115,"2",3,6,34,4,6,10,TRUE,"Field Goal Good"
"170","401420832104945601",3,401420832,"Butler","South Dakota State",10,45,"Luka Zurak",33,3,1,1,0.786885522472235,1,0.794443746934284,"Luka Zurak 33 Yd Field Goal ",1.11256691540545,0.0002025,"2",4,5,38,4,6,16,TRUE,"Field Goal Good"
"171","401420847102925301",3,401420847,"Prairie View","Incarnate Word",7,20,"Luis Reyes",32,0,0,1,0.802171025258863,1,0.813798623578603,"Luis Reyes 32 yd FG MISSED",-3.46547021362199,-0.031799,"1",2,7,46,4,15,15,FALSE,"Field Goal Missed"
"172","401420847103999901",3,401420847,"Incarnate Word","Prairie View",31,7,"Tony Sterner",35,3,1,1,0.755512505868963,1,0.781207290566505,"Tony Sterner 35 Yd Field Goal ",0.735227581459662,0.007742,"2",3,0,0,4,18,18,TRUE,"Field Goal Good"
"173","401420869101914701",3,401420869,"Sam Houston State","Texas A&M-Commerce",0,0,"Seth Morgan",37,0,0,1,0.722965405698557,1,0.749915428882254,"Seth Morgan 37 yd FG MISSED",-2.36784176676569,-0.0630256,"1",1,8,52,4,11,20,FALSE,"Field Goal Missed"
"174","401420869101974601",3,401420869,"Sam Houston State","Texas A&M-Commerce",3,0,"Seth Morgan",40,3,1,1,0.672158198655559,1,0.699669554481193,"Seth Morgan 40 yd FG GOOD",1.54628500280557,0.0610095,"1",1,2,53,4,8,23,TRUE,"Field Goal Good"
"175","401420869104886601",3,401420869,"Texas A&M-Commerce","Sam Houston State",10,17,"Emmanuel Adagbon",22,3,1,1,0.927502916506649,1,0.934138829187565,"Emmanuel Adagbon 22 yd FG GOOD",0.276958227347621,0.0040849,"2",4,11,33,4,4,5,TRUE,"Field Goal Good"
"176","401420869104955301",3,401420869,"Sam Houston State","Texas A&M-Commerce",27,10,"Seth Morgan",46,3,1,1,0.564850075597405,1,0.585361414499779,"Seth Morgan 46 yd FG GOOD",1.79977637924147,0.0089512,"2",4,4,46,4,21,29,TRUE,"Field Goal Good"
"177","401420878101927001",3,401420878,"Southern Utah","Western Illinois",3,0,"Micah Pettit",27,3,1,1,0.873530423694007,1,0.888294278311223,"Micah Pettit 27 yd FG GOOD",0.432208465810709,0.018237,"1",1,7,29,4,7,10,TRUE,"Field Goal Good"
"178","401420878102987301",3,401420878,"Western Illinois","Southern Utah",3,10,"Mason Laramie",21,3,1,1,0.935497140534419,1,0.937179312086617,"Mason Laramie 21 yd FG GOOD",0.229306395490451,-0.2504902,"1",2,1,26,4,3,4,TRUE,"Field Goal Good"
